"Operon_ID","Gene","Product"
497,"slr2122","hypothetical protein"
497,"slr2123","D-isomer specific 2-hydroxyacid dehydrogenase family protein"
497,"slr2124","short-chain alcohol dehydrogenase family protein"
501,"slr2128","hypothetical protein"
501,"sll1995","hypothetical protein"
506,"slr2131","cation or drug efflux system protein"
506,"sll1241","hypothetical protein"
506,"sll1240","hypothetical protein"
513,"spoT","(p)ppGpp 3'-pyrophosphohydrolase"
513,"ahcY","S-adenosylhomocysteine hydrolase"
514,"sll0218","hypothetical protein"
514,"ssr2201","hypothetical protein"
516,"sll1233","hypothetical protein"
516,"sll1232","hypothetical protein"
516,"mtfB","mannosyltransferase"
517,"sll1229","hybrid sensory kinase Hik41"
517,"sll1228","hybrid sensory kinase Hik4"
520,"atpE","ATP synthase subunit epsilon"
520,"ymxG","processing protease"
522,"hoxH","hydrogenase large subunit"
522,"sll1225","hypothetical protein"
523,"ssl2420","hypothetical protein"
523,"hoxY","hydrogenase small subunit"
525,"fecB","iron(III) dicitrate transport system permeaseprotein"
525,"sll1222","hypothetical protein"
533,"ssr1375","hypothetical protein"
533,"dacB","D-alanyl-D-alanine carboxypeptidase"
533,"slr0806","hypothetical protein"
540,"slr0810","hypothetical protein"
540,"sll0818","hypothetical protein"
541,"ssl1520","hypothetical protein"
541,"miaA","tRNA delta-2-isopentenylpyrophosphate transferase"
545,"ctaC","cytochrome c oxidase subunit II"
545,"slr0812","hypothetical protein"
546,"slr0813","glycosyltransferase family II protein"
546,"sll0812","hypothetical protein"
550,"slr0816","hypothetical protein"
550,"sll0811","hypothetical protein"
553,"entC","isochorismate synthase"
553,"slr0818","hypothetical protein"
554,"slr1411","hypothetical protein"
554,"int","apolipoprotein N-acyltransferase"
562,"ycf3","hypothetical protein"
562,"sll0804","hypothetical protein"
562,"sll0803","hypothetical protein"
564,"ssl1498","hypothetical protein"
564,"sll1263","hypothetical protein"
570,"sll1258","hypothetical protein"
570,"sll1257","transposase"
571,"sll1256","transposase"
571,"slr1338","hypothetical protein"
571,"slr1339","hypothetical protein"
581,"sll1251","hypothetical protein"
581,"ssl2471","hypothetical protein"
600,"hypC","hydrogenase expression/formation protein HypC"
600,"ctaB","cytochrome c oxidase folding protein"
617,"sll1891","hypothetical protein"
617,"cobN","CobN protein"
627,"sll1886","hypothetical protein"
627,"sll1885","hypothetical protein"
638,"slr1977","hypothetical protein"
638,"slr1978","hypothetical protein"
638,"trpE","anthranilate synthase component I"
646,"slr1982","CheY subfamily protein Rre21"
646,"slr1983","regulatory component of sensory transduction system Rre22"
647,"slr1415","hypothetical protein"
647,"sll1870","ABC transporter"
653,"sll1390","hypothetical protein"
653,"ssl2717","hypothetical protein"
653,"sll1389","hypothetical protein"
658,"sll1386","hypothetical protein"
658,"slr1467","precorrin isomerase"
659,"slr1468","hypothetical protein"
659,"rpl34","50S ribosomal protein L34"
659,"rnpA","protein subunit of ribonuclease P"
673,"slr1478","hypothetical protein"
673,"sll1376","hypothetical protein"
682,"hlyD","hemolysin secretion protein"
682,"hlyB","toxin secretion ABC transporter ATP-binding protein"
685,"sll1178","nodulation protein"
685,"slr1266","hypothetical protein"
690,"rffM","UDP-N-acetyl-D-mannosaminuronic acid transferase"
690,"slr1272","hypothetical protein"
696,"gspD","general secretion pathway protein D"
696,"sll1174","hypothetical protein"
700,"ndhC","NADH dehydrogenase subunit 3"
700,"ndhK","NADH dehydrogenase subunit"
701,"ndhJ","NADH dehydrogenase subunit I"
701,"slr1282","transposase"
707,"ssr2130","hypothetical protein"
707,"slr1287","hypothetical protein"
709,"sll1166","hypothetical protein"
709,"sll1447","hypothetical protein"
710,"sll1446","hypothetical protein"
710,"leuD","3-isopropylmalate dehydratase"
724,"mrcA","penicillin-binding protein 1B"
724,"sll1433","hypothetical protein"
725,"hypB","hydrogenase isoenzymes formation protein HypB"
725,"slr1533","hypothetical protein"
729,"ssl2162","hypothetical protein"
729,"glnH","glutamine-binding protein"
729,"sll1103","hypothetical protein"
737,"purD","glycinamide ribonucleotide synthetase"
737,"slr1160","hypothetical protein"
744,"ssl2148","hypothetical protein"
744,"nrdA","ribonucleotide reductase subunit alpha"
745,"phdD","dihydrolipoamide dehydrogenase"
745,"met3","sulfate adenylyltransferase SAT/SopT"
746,"slr1166","hypothetical protein"
746,"sll1092","hypothetical protein"
748,"chlP","geranylgeranyl reductase"
748,"gldA","glycerol dehydrogenase"
752,"slr1171","glutathione peroxidase"
752,"sll1089","hypothetical protein"
754,"sll1086","hypothetical protein"
754,"slr1173","hypothetical protein"
759,"otsA","alpha,alpha-trehalose-phosphate synthase"
759,"slr1670","hypothetical protein"
760,"slr1098","hypothetical protein"
760,"glpK","glycerol kinase"
765,"slr1677","hypothetical protein"
765,"rpl21","50S ribosomal protein L21"
769,"leuA","alpha-isopropylmalate synthase"
769,"ssr2802","ABC transporter"
771,"ssr2806","hypothetical protein"
771,"sll1563","hypothetical protein"
789,"sll1555","hybrid sensory kinase Hik42"
789,"psaE","photosystem I subunit IV"
789,"mutM","formamidopyrimidine-DNA glycosylase"
799,"ssl1762","hypothetical protein"
799,"slr0935","hypothetical protein"
802,"slr0938","hypothetical protein"
802,"cbiC","precorrin isomerase"
803,"pqqE","protease"
803,"crtQ","zeta-carotene desaturase"
805,"slr0941","hypothetical protein"
805,"slr0942","aldehyde reductase"
814,"sll0912","ABC transporter"
814,"natD","neutral amino acid transport system permease protein NatD"
815,"slr0950","hypothetical protein"
815,"sll0911","hypothetical protein"
815,"sll0910","hypothetical protein"
820,"ssr1600","hypothetical protein"
820,"slr0954","hypothetical protein"
822,"slr0957","hypothetical protein"
822,"cysS","cysteinyl-tRNA synthetase"
830,"ppa","inorganic pyrophosphatase"
830,"slr1623","hypothetical protein"
833,"sll1537","hypothetical protein"
833,"slr1626","hypothetical protein"
835,"moeB","molybdopterin biosynthesis protein MoeB"
835,"slr1628","hypothetical protein"
837,"rfbP","galactosyl-1-phosphate transferase"
837,"sll1534","hypothetical protein"
838,"pilT","twitching mobility protein"
838,"slr1634","hypothetical protein"
839,"fus","elongation factor EF-G"
839,"sll1532","hypothetical protein"
840,"ssl2982","hypothetical protein"
840,"slr1635","transposase"
843,"smpB","small protein"
843,"sll1531","hypothetical protein"
843,"sll1530","hypothetical protein"
843,"sll1528","hypothetical protein"
844,"sll1527","hypothetical protein"
844,"sll1526","hypothetical protein"
849,"petH","ferredoxin-NADP oxidoreductase"
849,"sll1524","hypothetical protein"
851,"slr1644","hypothetical protein"
851,"psbZ","photosystem II 11 kD protein"
851,"rnc","ribonuclease III"
855,"slr1649","hypothetical protein"
855,"pgsA","CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase"
855,"sll1521","hypothetical protein"
862,"ssr0761","hypothetical protein"
862,"psbO","photosystem II manganese-stabilizing polypeptide"
871,"slr0445","hypothetical protein"
871,"ureB","urease subunit beta"
871,"sll0419","hypothetical protein"
878,"sll0274","hypothetical protein"
878,"sll0273","Na+/H+ exchanger"
878,"sll0272","hypothetical protein"
883,"sll0269","hypothetical protein"
883,"sll0268","hypothetical protein"
884,"sll0267","hypothetical protein"
884,"sll0266","hypothetical protein"
884,"sll0265","hypothetical protein"
886,"slr1107","hypothetical protein"
886,"sll0263","hypothetical protein"
889,"slr0284","hypothetical protein"
889,"slr0285","hypothetical protein"
891,"sll0260","hemolysin"
891,"rps16","30S ribosomal protein S16"
900,"gcvP","P protein of glycine cleavage complex"
900,"slr0294","hypothetical protein"
900,"slr0392","hypothetical protein"
911,"ycf39","chaperon-like protein for quinone binding in photosystem II"
911,"slr0400","hypothetical protein"
917,"trpF","5'-phosphoribosyl anthranilate isomerase"
917,"sll0355","hypothetical protein"
926,"hat","hypothetical protein"
926,"slr0144","hypothetical protein"
926,"slr0145","hypothetical protein"
926,"slr0146","hypothetical protein"
926,"slr0147","hypothetical protein"
927,"slr0148","ferredoxin"
927,"slr0149","hypothetical protein"
930,"slr0152","serine/threonine protein kinase"
930,"sll0149","hypothetical protein"
933,"sll0148","hypothetical protein"
933,"sll0147","hypothetical protein"
935,"sll0146","high-affinity branched-chain amino acid transport protein BraE"
935,"frr","ribosome releasing factor"
935,"pyrH","uridine monophosphate kinase"
937,"ssl0259","hypothetical protein"
937,"clpB","ClpB protein"
938,"slr0157","hypothetical protein"
938,"sll0142","cation or drug efflux system protein"
945,"pepP","aminopeptidase P"
945,"sll0135","hypothetical protein"
947,"ssl0241","hypothetical protein"
947,"ssr0256","transposase"
948,"slr0166","transposase"
948,"slr1923","hypothetical protein"
948,"slr1924","D-alanyl-D-alanine carboxypeptidase"
952,"ank","erythroid ankyrin"
952,"slr1926","hypothetical protein"
953,"slr1927","hypothetical protein"
953,"slr1928","hypothetical protein"
954,"slr1929","hypothetical protein"
954,"slr1930","hypothetical protein"
962,"sll1858","hypothetical protein"
962,"slr1934","pyruvate dehydrogenase E1 component, alphasubunit"
964,"slr1935","hypothetical protein"
964,"xthA","exodeoxyribonuclease III"
964,"sll1853","hypothetical protein"
966,"sll1851","hypothetical protein"
966,"slr1936","transposase"
968,"sll1849","hypothetical protein"
968,"mtnA","methylthioribose-1-phosphate isomerase"
974,"sll1845","hypothetical protein"
974,"kaiC3","circadian clock protein KaiC"
984,"slr1950","cation-transporting ATPase E1-E2 ATPase"
984,"slr1951","hypothetical protein"
996,"ssr2972","hypothetical protein"
996,"era","GTP-binding protein Era"
996,"slr0322","CheA-like protein PilL/TaxAY3/Hik43"
997,"slr1773","hypothetical protein"
997,"ams1","alpha-mannosidase"
997,"slr0324","oligopeptide ABC transporter permease protein"
1005,"xylR","xylose repressor"
1005,"sll0298","hypothetical protein"
1010,"ndhD1","NADH dehydrogenase subunit 4"
1010,"slr0333","hypothetical protein"
1016,"slr0337","hypothetical protein"
1016,"sll0294","hypothetical protein"
1022,"guaB","IMP dehydrogenase"
1022,"sll0177","hypothetical protein"
1024,"ssl0312","hypothetical protein"
1024,"sll0175","hypothetical protein"
1025,"ycf10","heme-binding proton extrusion protein PcxA"
1025,"sll0174","hypothetical protein"
1029,"dnaK","DnaK protein"
1029,"sll0169","hypothetical protein"
1031,"sll0168","hypothetical protein"
1031,"sll0167","hypothetical protein"
1031,"hemD","uroporphyrin-III synthase"
1036,"slr0180","transposase"
1036,"sll0161","transposase"
1039,"ssl0294","hypothetical protein"
1039,"sll0160","hypothetical protein"
1047,"slr0359","hypothetical protein"
1047,"slr0360","hypothetical protein"
1048,"slr1778","hypothetical protein"
1048,"slr0361","hypothetical protein"
1050,"sll0350","hypothetical protein"
1050,"psbI","photosystem II PsbI protein"
1061,"slr0374","cell division cycle protein"
1061,"slr0376","hypothetical protein"
1062,"pdxJ","pyridoxine 5'-phosphate synthase"
1062,"slr0377","hypothetical protein"
1062,"slr0378","7-beta-(4-carboxybutanamido)cephalosporanic acid acylase"
1062,"slr0379","hypothetical protein"
1066,"slr1780","hypothetical protein"
1066,"slr0383","hypothetical protein"
1068,"gnd","6-phosphogluconate dehydrogenase"
1068,"sll0328","hypothetical protein"
1071,"slr0386","hypothetical protein"
1071,"nifS","NifS protein"
1073,"slr0769","hypothetical protein"
1073,"slr0770","hypothetical protein"
1084,"rpl35","50S ribosomal protein L35"
1084,"radC","DNA repair protein RadC"
1087,"livG","high-affinity branched-chain amino acid transport ATP-binding protein"
1087,"sll0762","hypothetical protein"
1087,"sll0761","hypothetical protein"
1089,"ycf38","hypothetical protein"
1089,"sll0759","ABC transporter"
1103,"sll0749","hypothetical protein"
1103,"tpi","triosephosphate isomerase"
1103,"slr0784","hypothetical protein"
1115,"slr0347","hypothetical protein"
1115,"rnd","ribonuclease D"
1127,"slr0354","ABC transporter"
1127,"rps21","30S ribosomal protein S21"
1128,"sll1677","spore maturation protein B"
1128,"slr0355","hypothetical protein"
1129,"slr0356","hypothetical protein"
1129,"sll0312","OppB in a binding protein-dependent transportsystem"
1130,"malQ","4-alpha-glucanotransferase"
1130,"hisS","histidyl-tRNA synthetase"
1133,"sll0309","hypothetical protein"
1133,"sll0024","hypothetical protein"
1133,"sll0023","hypothetical protein"
1139,"fbaA","fructose-1,6-bisphosphate aldolase"
1139,"hemL","glutamate-1-semialdehyde 2,1-aminomutase"
1143,"slr0007","hypothetical protein"
1143,"ctpA","carboxyl-terminal processing protease"
1145,"rbcL","ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit"
1145,"rbcX","Rubisco chaperonin"
1155,"sll0010","hypothetical protein"
1155,"slr0019","hypothetical protein"
1156,"slr1788","hypothetical protein"
1156,"sll0008","hypothetical protein"
1173,"glyS","glycyl-tRNA synthetase subunit beta"
1173,"sll0205","hypothetical protein"
1179,"slr0224","hypothetical protein"
1179,"sll0201","transposase"
1186,"sll0195","ATP-dependent proteinase BsgA"
1186,"ycf43","hypothetical protein"
1188,"mmsB","3-hydroxyisobutyrate dehydrogenase"
1188,"slr0230","transposase"
1190,"sll0192","hypothetical protein"
1190,"slr0232","hypothetical protein"
1193,"groEL-2","60kDa chaperonin"
1193,"sll0415","ABC transporter"
1198,"sll0412","hypothetical protein"
1198,"sll0410","hypothetical protein"
1203,"ccmK","carbon dioxide concentrating mechanism protein CcmK"
1203,"sll0406","hypothetical protein"
1209,"ssl0769","transposase"
1209,"aspC","aspartate aminotransferase"
1213,"slr0440","hypothetical protein"
1213,"slr0049","hypothetical protein"
1215,"slr0050","hypothetical protein"
1215,"sll0072","hypothetical protein"
1219,"icfA","carbonic anhydrase"
1219,"sll0069","hypothetical protein"
1224,"cysH","3'-phosphoadenosine-5'-phosphosulfate sulfotransferase"
1224,"ssr0109","hypothetical protein"
1225,"slr0053","hypothetical protein"
1225,"dgkA","diacylglycerol kinase"
1229,"ssl0105","hypothetical protein"
1229,"sll0063","hypothetical protein"
1235,"slr0061","hypothetical protein"
1235,"sll0060","hypothetical protein"
1243,"slr0067","ATP-binding protein involved in chromosome partitioning MRP"
1243,"accC","biotin carboxylase"
1246,"sll0051","hypothetical protein"
1246,"fmt","methionyl-tRNA formyltransferase"
1246,"natA","neutral amino acid ABC transporter protein"
1251,"proA","gamma-glutamyl phosphate reductase"
1251,"cph1","cyanobacterial phytochrome Cph1/Hik35"
1255,"psbX","photosystem II PsbX protein"
1255,"purN","phosphoribosylglycinamide formyltransferase"
1255,"slr0479","hypothetical protein"
1255,"ycf46","hypothetical protein"
1257,"slr0483","hypothetical protein"
1257,"slr0484","sensory transduction histidine kinase Hik26"
1260,"slr0488","hypothetical protein"
1260,"slr0489","hypothetical protein"
1261,"slr1794","hypothetical protein"
1261,"slr0491","hypothetical protein"
1265,"thrA","homoserine dehydrogenase"
1265,"hetI","4'-phosphopantetheinyl transferase"
1268,"sll0691","hypothetical protein"
1268,"vapC","transcription regulator"
1272,"msrA","methionine sulfoxide reductase A"
1272,"sll0687","hypothetical protein"
1275,"pstB","phosphate transport ATP-binding protein PstB"
1275,"pstB","phosphate transport ATP-binding protein PstB"
1282,"rps14","30S ribosomal protein S14"
1282,"vipp1","plasma membrane protein essential for thylakoid formation"
1286,"sll0615","transmembrane protein FT27"
1286,"sll0614","hypothetical protein"
1293,"slr0636","cobalamin synthase CobS"
1293,"slr0637","hypothetical protein"
1294,"glyQ","glycyl-tRNA synthetase subunit alpha"
1294,"slr0639","hypothetical protein"
1296,"slr0640","sensory transduction histidine kinase Hik27/ManS"
1296,"sll0609","hypothetical protein"
1299,"slr0643","hypothetical protein"
1299,"sll0606","hypothetical protein"
1301,"slr0644","hypothetical protein"
1301,"menD","2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase"
1302,"sll0602","hypothetical protein"
1302,"slr0645","hypothetical protein"
1306,"slr0650","hypothetical protein"
1306,"dgt","dGTP triphosphohydrolase"
1306,"sll0397","hypothetical protein"
1314,"slr0418","hypothetical protein"
1314,"sll0385","ABC transporter"
1314,"sll0384","hypothetical protein"
1314,"cbiM","cobalamin biosynthesis protein M"
1314,"sll0382","hypothetical protein"
1318,"ssr0693","hypothetical protein"
1318,"rfbW","mannosyl transferase"
1318,"lpxA","acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase"
1323,"mfd","transcription-repair coupling factor"
1323,"sll0376","hypothetical protein"
1331,"carB","carbamoyl-phosphate synthase,pyrimidine-specific, large chain"
1331,"sll0369","hypothetical protein"
1335,"slr0427","hypothetical protein"
1335,"sll0189","hypothetical protein"
1336,"sll0188","hypothetical protein"
1336,"lytB","amidase"
1339,"rpiA","ribose 5-phosphate isomerase"
1339,"slr0195","hypothetical protein"
1339,"slr0196","hypothetical protein"
1350,"ssl0350","hypothetical protein"
1350,"sll0180","hypothetical protein"
1364,"ssr0336","hypothetical protein"
1364,"sll0178","hypothetical protein"
1370,"slr0895","hypothetical protein"
1370,"slr0896","hypothetical protein"
1373,"nirA","ferredoxin--nitrite reductase"
1373,"cynS","cyanate lyase"
1373,"moeA","molybdopterin biosynthesis protein MoeA"
1373,"moaA","molybdenum cofactor biosynthesis protein A"
1373,"moaC","molybdenum cofactor biosynthesis protein C"
1373,"ssr1527","hypothetical protein"
1380,"slr0909","hypothetical protein"
1380,"slr0912","hypothetical protein"
1381,"slr1800","hypothetical protein"
1381,"slr0913","hypothetical protein"
1384,"bioF","7-keto-8-aminopelargonic acid synthetase"
1384,"map","methionine aminopeptidase"
1387,"panD","aspartate 1-decarboxylase"
1387,"citH","2-ketoacid dehydrogenase using malate or lactate as substrate"
1389,"ssl1690","hypothetical protein"
1389,"slr0921","hypothetical protein"
1394,"pcrR","regulatory protein PcrR"
1394,"sll0556","hypothetical protein"
1395,"birA","biotin [acetyl-CoA-carboxylase] ligase"
1395,"map","methionine aminopeptidase"
1396,"ftrC","ferredoxin-thioredoxin reductase catalytic chain"
1396,"sll0553","hypothetical protein"
1404,"sll0546","hypothetical protein"
1404,"sll0545","hypothetical protein"
1408,"sll0543","hypothetical protein"
1408,"ssl1046","hypothetical protein"
1419,"sll1652","hypothetical protein"
1419,"slr0581","hypothetical protein"
1422,"sll0539","hypothetical protein"
1422,"slr0583","hypothetical protein"
1424,"rpl33","50S ribosomal protein L33"
1424,"rps18","30S ribosomal protein S18"
1428,"sll0834","low affinity sulfate transporter"
