"Operon_ID","Gene","Product"
98,"paaB","ring 1,2-phenylacetyl-CoA epoxidase possible subunit, not required for in vitro activity"
98,"paaC","ring 1,2-phenylacetyl-CoA epoxidase subunit"
98,"paaD","ring 1,2-phenylacetyl-CoA epoxidase subunit"
98,"paaE","ring 1,2-phenylacetyl-CoA epoxidase, NAD(P)H oxidoreductase component"
98,"paaF","2,3-dehydroadipyl-CoA hydratase"
98,"paaG","1,2-epoxyphenylacetyl-CoA isomerase, oxepin-CoA-forming"
98,"paaH","3-hydroxyadipyl-CoA dehydrogenase, NAD+-dependent"
98,"paaI","thioesterase, most active with ring-hydroxylated phenylacetyl-coenzyme A thioesters"
98,"paaJ","3-oxoadipyl-CoA/3-oxo-5,6-dehydrosuberyl-CoA thiolase"
99,"paaK","phenylacetyl-CoA ligase"
99,"paaX","DNA-binding transcriptional repressor of phenylacetic acid degradation paa operon, phenylacetyl-CoA inducer"
102,"ynbG","expressed protein"
102,"insD","IS2 transposase TnpB"
103,"insC","IS2 repressor TnpA"
103,"insI","IS30 transposase"
106,"ydbD","predicted PF10971 family periplasmic methylglyoxal resistance protein"
106,"ynbA","inner membrane protein"
106,"ynbB","predicted CDP-diglyceride synthase"
106,"ynbC","predicted hydrolase"
115,"ydcA","predicted protein"
115,"hokB","toxic polypeptide, small"
124,"ydcK","predicted enzyme"
124,"tehA","potassium-tellurite ethidium and proflavin transporter"
131,"yncJ","predicted protein"
131,"hicA","mRNA interferase toxin of the HicAB toxin-antitoxin system"
135,"yadK","predicted fimbrial-like adhesin protein"
135,"ydcT","predicted spermidine/putrescine transporter subunit"
135,"ydcU","predicted spermidine/putrescine transporter subunit"
135,"ydcV","predicted spermidine/putrescine transporter subunit"
139,"ydcY","predicted protein"
139,"ydcZ","inner membrane protein, DUF606 family"
156,"yddE","conserved predicted enzyme, PhzC-PhzF family"
156,"narV","nitrate reductase 2 (NRZ), gamma subunit"
156,"narW","nitrate reductase 2 (NRZ), delta subunit (assembly subunit)"
156,"narY","nitrate reductase 2 (NRZ), beta subunit"
161,"insL","IS186 transposase"
161,"fdnG","formate dehydrogenase-N, alpha subunit, nitrate-inducible"
161,"fdnH","formate dehydrogenase-N, Fe-S (beta) subunit, nitrate-inducible"
166,"sra","Stationary-phase-induced ribosome-associated protein"
166,"bdm","biofilm-dependent modulation protein"
168,"osmC","Lipoyl-dependent Cys-based peroxidase, hydroperoxide resistance; salt-shock inducible membrane protein; peroxiredoxin"
168,"ddpF","D,D-dipeptide permease system, ATP-binding component"
168,"ddpD","D,D-dipeptide permease system, ATP-binding component"
168,"ddpC","D-ala-D-ala transporter subunit"
168,"ddpB","D-ala-D-ala transporter subunit"
168,"ddpA","D-ala-D-a la transporter subunit"
169,"ddpX","D-ala-D-ala dipeptidase, Zn-dependent"
169,"dosP","oxygen sensor, c-di-GMP phosphodiesterase, heme-regulated; cold- and stationary phase-induced bioflim regulator"
174,"gadB","glutamate decarboxylase B, PLP-dependent"
174,"pqqL","predicted peptidase"
175,"folK","2-amino-4-hydroxy-6-hydroxymethyldihyropteridine pyrophosphokinase"
175,"yddB","predicted porin protein"
175,"yddA","fused predicted multidrug transporter subunits of ABC superfamily: membrane component/ATP-binding component"
182,"ydeQ","predicted fimbrial-like adhesin protein"
182,"ydeR","predicted fimbrial-like adhesin protein"
183,"ydeS","predicted fimbrial-like adhesin protein"
183,"hipA","serine protein kinase required for perister formation; toxin of HipAB toxin-antitoxin system"
183,"hipB","antitoxin of HipAB toxin-antitoxin system"
186,"lsrR","lsr operon transcriptional repressor"
186,"lsrA","Autoinducer 2 import ATP-binding protein"
188,"dksA","DNA-binding transcriptional regulator of rRNA transcription, DnaK suppressor protein"
188,"lsrD","autoinducer 2 import system permease protein"
188,"lsrB","autoinducer 2-binding protein"
188,"lsrF","putative autoinducer-2 (AI-2) aldolase"
191,"yneE","predicted inner membrane protein, bestrophin family"
191,"uxaB","altronate oxidoreductase, NAD-dependent"
193,"yneF","predicted diguanylate cyclase"
193,"yneG","conserved protein"
200,"marC","inner membrane protein, UPF0056 family"
200,"marR","DNA-binding transcriptional repressor of multiple antibiotic resistance"
200,"marA","DNA-binding transcriptional dual activator of multiple antibiotic resistance"
215,"pinQ","Qin prophage; predicted site-specific recombinase"
215,"tfaQ","Qin prophage; predicted tail fibre assembly protein"
221,"cspI","Qin prophage; cold shock protein"
221,"rzpQ","Rz-like equivalent, Qin prophage"
222,"rzoQ","probable Rz1-like lipoprotein, Qin prophage"
222,"rrrQ","Qin prophage; predicted lysozyme"
222,"ydfR","Qin prophage; predicted protein"
225,"cspF","Qin prophage; cold shock protein"
225,"quuQ","Qin prophage; predicted antitermination protein Q"
228,"hokD","Qin prophage; small toxic polypeptide"
228,"relE","Qin prophage; toxin of the RelE-RelB toxin-antitoxin system"
233,"dicA","Qin prophage; predicted regulator for DicB"
233,"ydfA","Qin prophage; predicted protein"
233,"ydfB","Qin prophage; predicted protein"
233,"ydfC","conserved protein, Qin prophage"
234,"mrcB","fused glycosyl transferase and transpeptidase"
234,"dicB","Qin prophage; cell division inhibition protein"
235,"ydfD","Qin prophage; predicted protein"
235,"rspB","predicted oxidoreductase, Zn-dependent and NAD(P)-binding"
237,"ynfA","inner membrane protein, UPF0060 family"
237,"ynfB","predicted protein"
241,"ynfE","probable selenate reductase, periplasmic"
241,"ynfF","S- and N-oxide reductase, A subunit, periplasmic"
241,"ynfG","oxidoreductase, Fe-S subunit"
241,"ynfH","oxidoreductase, membrane subunit"
250,"ydgD","predicted peptidase"
250,"mdtI","multidrug efflux system transporter"
252,"tqsA","pheromone AI-2 transporter"
252,"pntB","pyridine nucleotide transhydrogenase, beta subunit"
254,"fhuA","ferrichrome outer membrane transporter"
254,"mokC","regulatory protein for HokC, overlaps CDS of hokC"
256,"ydgH","predicted protein"
256,"ydgI","predicted arginine/ornithine antiporter transporter"
258,"ydgC","inner membrane protein, GlpM family"
258,"rstA","multicopy supressor of yjeE, yeaZ or ygjD deletion lethality, predicted response regulator of two-component regulatory system with sensor protein RstB"
264,"ydgA","conserved protein, DUF945 family"
264,"uidC","predicted outer membrane porin protein"
264,"uidB","glucuronide transporter"
268,"malI","transcriptional repressor of Mal regulon"
268,"malX","fused maltose and glucose-specific PTS enzymes: IIB component, IIC component"
275,"ydgK","inner membrane protein, DUF2569 family"
275,"rsxA","electron transport complex protein required for the reduction of SoxR"
275,"rsxB","electron transport complex protein, iron-sulfur protein, required for the reduction of SoxR"
275,"rsxC","electron transport complex protein required for the reduction of SoxR; predicted membrane-associated NADH oxidoreductase"
276,"fhuD","iron-hydroxamate transporter subunit"
276,"rsxD","electron transport complex protein required for the reduction of SoxR; predicted membrane protein"
276,"rsxG","electron transport complex protein required for the reduction of SoxR"
276,"rsxE","electron transport complex inner membrane NADH-quinone reductase required for the reduction of SoxR"
282,"fhuB","fused iron-hydroxamate transporter subunits of ABC superfamily: membrane components"
282,"pdxH","pyridoxine 5-phosphate oxidase
1716090..1716419	-	109	90111309	mliC	b1639	-	COG3895R	inhibitor of c-type lysozyme, membrane-bound; predicted lipoprotein
1716517..1717626	-	369	16129598	anmK	b1640	-	COG2377O	anhydro-N-acetylmuramic acid kinase
1717900..1718367	+	155	49176129	slyB	b1641	-	COG3133M	outer membrane lipoprotein
1718414..1718848	-	144	90111310	slyA	b1642	-	COG1846K	DNA-binding transcriptional activator
1719049..1719285	+	78	16129601	ydhI	b1643	-	-	predicted inner membrane protein
1719288..1720145	+	285	90111311	ydhJ	b1644	-	COG1566V	predicted membrane fusion protein (MFP) of YdhJK efflux pump
1720145..1722157	+	670	16129603	ydhK	b1645	-	COG1289S	Efflux protein family (PET) component of predicted YdhJK efflux pump
1722158..1722679	-	173	16129604	sodC	b1646	-	COG2032P	superoxide dismutase, Cu, Zn
1722760..1723656	-	298	49176131	ydhF	b1647	-	COG4989R	predicted oxidoreductase
1723705..1723944	-	79	90111312	ydhL	b1648	-	COG3313R	conserved protein
1724047..1724646	+	199	145698269	nemR	b1649	-	COG1309K	transcriptional repressor for the nem operon, NEM-inactivated
1724683..1725780	+	365	16129608	nemA	b1650	-	COG1902C	N-ethylmaleimide reductase, FMN-linked
1725861..1726268	+	135	16129609	gloA	b1651	-	COG0346E	glyoxalase I, Ni-dependent
1726371..1727018	+	215	16129610	rnt	b1652	-	COG0847L	ribonuclease T (RNase T)
1727111..1731727	+	1538	16129611	lhr	b1653	-	COG1201R	predicted ATP-dependent helicase
1731778..1732125	-	115	16129612	grxD	b1654	-	COG0278O	glutaredoxin-4
1732459..1733274	+	271	16129613	ydhO	b1655	-	COG0791M	predicted peptidase, C40 clan
1733402..1733983	+	193	16129614	sodB	b1656	-	COG0605P	superoxide dismutase, Fe
1734145..1735314	-	389	16129615	ydhP	b1657	-	COG2814G	predicted transporter
1735480..1735569	-	29	145698270	ynhF	b4602	-	-	hypothetical protein
1735868..1736893	+	341	16129616	purR	b1658	-	COG1609K	DNA-binding transcriptional repressor, hypoxanthine-binding
1736890..1737822	-	310	16129617	ydhB	b1659	-	COG0583K	predicted DNA-binding transcriptional regulator
1737935..1739146	+	403	49176132	ydhC	b1660	-	COG2814G	predicted transporter
1739437..1740585	+	382	16129619	cfa	b1661	-	COG2230M	cyclopropane fatty acyl phospholipid synthase (unsaturated-phospholipid methyltransferase)
1740625..1741266	-	213	16129620	ribC	b1662	-	COG0307H	riboflavin synthase, alpha subunit
1741481..1742854	+	457	49176133	mdtK	b1663	-	COG0534V	multidrug efflux system transporter
1742895..1744151	-	418	16129622	ydhQ	b1664	-	COG3468MU	conserved protein
1744724..1745029	+	101	16129623	ydhR	b1667	-	-	predicted monooxygenase
1745155..1746759	+	534	16129624	ydhS	b1668	-	COG4529S	conserved protein with FAD/NAD(P)-binding domain
1746771..1747583	-	270	16129625	ydhT	b1669	-	-	conserved protein
1747587..1748372	-	261	16129626	ydhU	b1670	-	COG4117C	predicted cytochrome
1748369..1749037	-	222	226524717	ydhX	b1671	-	COG0437C	predicted 4Fe-4S ferridoxin-type protein
1749101..1749748	-	215	16129628	ydhW	b1672	-	-	predicted protein
1749752..1751854	-	700	16129629	ydhV	b1673	-	COG2414C	predicted oxidoreductase
1751875..1752501	-	208	16129630	ydhY	b1674	-	COG0437C	predicted 4Fe-4S ferridoxin-type protein
1752956..1753165	-	69	16129631	ydhZ	b1675	-	-	predicted protein
1753722..1755134	+	470	16129632	pykF	b1676	-	COG0469G	pyruvate kinase I
1755445..1755681	+	78	16129633	lpp	b1677	-	COG4238M	murein lipoprotein
1755745..1756749	-	334	16129634	ynhG	b1678	-	COG1376S	murein L,D-transpeptidase
1756898..1757314	-	138	16129635	sufE	b1679	-	COG2166R	sulfur acceptor protein
1757327..1758547	-	406	16129636	sufS	b1680	-	COG0520E	cysteine desulfurase, stimulated by SufE; selenocysteine lyase, PLP-dependent
1758544..1759815	-	423	16129637	sufD	b1681	-	COG0719O	FeS cluster assembly protein of SufBCD complex
1759790..1760536	-	248	16129638	sufC	b1682	-	COG0396O	component of SufBCD complex, ATP-binding component of ABC superfamily
1760546..1762033	-	495	90111315	sufB	b1683	-	COG0719O	component of SufBCD complex
1762042..1762410	-	122	16129640	sufA	b1684	-	COG0316S	Fe-S cluster assembly protein
1762958..1763146	-	62	226524718	ydiH	b1685	-	-	predicted protein
1763246..1763656	-	136	16129642	ydiI	b1686	-	COG2050Q	acyl-CoA esterase in vitro
1763653..1766709	-	1018	16129643	ydiJ	b1687	-	COG0277C	predicted FAD-linked oxidoreductase
1767098..1768210	+	370	16129644	ydiK	b1688	-	COG0628R	inner membrane protein, UPF0118 family
1768639..1768995	+	118	90111316	ydiL	b1689	-	-	conserved protein
1769095..1770309	+	404	16129646	ydiM	b1690	-	COG2271G	inner membrane protein, predicted transporter
1770536..1771801	+	421	226524719	ydiN	b1691	-	-	Inner membrane protein, predicted MFS superfamily transporter
1771813..1772679	+	288	16129648	ydiB	b1692	-	COG0169E	quinate/shikimate 5-dehydrogenase, NAD(P)-binding
1772710..1773468	+	252	16129649	aroD	b1693	-	COG0710E	3-dehydroquinate dehydratase
1773611..1775206	+	531	16129650	ydiF	b1694	-	COG4670I	fused predicted acetyl-CoA:acetoacetyl-CoA transferase: alpha subunit/beta subunit
1775220..1776371	+	383	90111318	ydiO	b1695	-	COG1960I	predicted acyl-CoA dehydrogenase
1776414..1777325	-	303	16129652	ydiP	b1696	-	COG2207K	predicted DNA-binding transcriptional regulator
1777641..1778405	+	254	16129653	ydiQ	b1697	-	COG2086C	predicted electron transfer flavoprotein subunit
1778425..1779363	+	312	16129654	ydiR	b1698	-	COG2025C	predicted electron transfer flavoprotein, FAD-binding subunit
1779419..1780708	+	429	16129655	ydiS	b1699	-	COG0644C	predicted oxidoreductase with FAD/NAD(P)-binding domain
1780705..1780998	+	97	16129656	ydiT	b1700	-	COG2440C	predicted 3Fe-4S ferredoxin-type protein
1781055..1782701	+	548	145698273	fadK	b1701	-	COG0318IQ	short chain acyl-CoA synthetase, anaerobic
1782758..1785136	-	792	16129658	ppsA	b1702	-	COG0574G	phosphoenolpyruvate synthase
1785469..1786302	+	277	16129659	ppsR	b1703	-	COG1806S	bifunctional regulatory protein: PEP synthase kinase and PEP synthase pyrophosphorylase
1786459..1787505	+	348	16129660	aroH	b1704	-	COG0722E	3-deoxy-D-arabino-heptulosonate-7-phosphate synthase, tryptophan repressible
1787637..1787828	+	63	16129661	ydiE	b1705	-	COG4256P	hemin uptake protein HemP homolog
1787832..1789268	-	478	16129662	ydiU	b1706	-	COG0397S	conserved protein, UPF0061 family
1789331..1790044	-	237	16129663	cdgR	b1707	-	COG2200T	probable cyclic di-GMP regulator, inactive EAL family phosphodiesterase
1790291..1790755	-	154	16129664	nlpC	b1708	-	COG0791M	predicted peptidase, C40 clan, lipoprotein
1790833..1791582	-	249	16129665	btuD	b1709	-	COG4138H	vitamin B12 transporter subunit : ATP-binding component of ABC superfamily
1791582..1792133	-	183	16129666	btuE	b1710	-	COG0386O	glutathione peroxidase
1792196..1793176	-	326	16129667	btuC	b1711	-	COG4139H	vitamin B12 transporter subunit: membrane component of ABC superfamily
1793277..1793576	-	99	16129668	ihfA	b1712	-	COG0776L	integration host factor (IHF), DNA-binding protein, alpha subunit
1793581..1795968	-	795	16129669	pheT	b1713	-	COG0072J	phenylalanine tRNA synthetase, beta subunit
1795983..1796966	-	327	16129670	pheS	b1714	-	COG0016J	phenylalanine tRNA synthetase, alpha subunit
1797250..1797294	-	14	16129671	pheM	b1715	-	-	phenylalanyl-tRNA synthetase operon leader peptide
1797417..1797773	-	118	16129672	rplT	b1716	-	COG0292J	50S ribosomal subunit protein L20
1797826..1798023	-	65	49176137	rpmI	b1717	-	COG0291J	50S ribosomal subunit protein L35
1798120..1798662	-	180	16129674	infC	b1718	-	COG0290J	protein chain initiation factor IF-3
1798666..1800594	-	642	16129675	thrS	b1719	-	COG0441J	threonyl-tRNA synthetase
1803189..1803296	+	35	145698274	yniD	b4535	-	-	predicted protein
1803349..1804107	-	252	16129676	ydiY	b1722	-	COG3137M	predicted outer membrane protein, acid-inducible
1804394..1805323	+	309	49176138	pfkB	b1723	-	COG1105G	6-phosphofructokinase II
1805424..1805714	+	96	16129678	ydiZ	b1724	-	-	predicted protein
1805820..1806680	+	286	16129679	yniA	b1725	-	COG3001G	predicted phosphotransferase/kinase
1806721..1807257	-	178	16129680	yniB	b1726	-	-	predicted inner membrane protein
1807404..1808072	+	222	16129681	yniC	b1727	-	COG0637R	2-deoxyglucose-6-P phosphatase
1808235..1808825	+	196	226524720	ydjM	b1728	-	COG1988R	inner membrane protein regulated by LexA
1808958..1810349	+	463	16129683	ydjN	b1729	-	COG1823R	predicted transporter
1810353..1811156	-	267	226524721	ydjO	b1730	-	-	predicted protein
1811445..1811687	-	80	145698276	cedA	b1731	-	-	cell division modulator
1811891..1814152	+	753	49176140	katE	b1732	-	COG0753P	catalase HPII, heme d-containing
1814410..1815159	-	249	16129687	chbG	b1733	-	COG3394S	UPF0249 family protein
1815172..1816524	-	450	16129688	chbF	b1734	-	COG1486G	phospho-chitobiase; general 6-phospho-beta-glucosidase activity
1816629..1817471	-	280	16129689	chbR	b1735	-	COG2207K	rRepressor, chb operon for N,N-diacetylchitobiose utilization"
286,"erpA","iron-sulfur cluster insertion protein"
286,"yadS","inner membrane protein, UPF0126 family"
286,"btuF","vitamin B12 transporter subunit: periplasmic-binding component of ABC superfamily"
